date,reviewer_id,content_category,shift,region,decision_outcome,correct_decision,processing_time_mins,sla_breached
2024-02-23,REV_018,Self Harm,Afternoon,AMER,Escalated,True,6.61,False
2024-02-23,REV_004,Bullying,Morning,APAC,Escalated,True,9.07,False
2024-02-23,REV_017,Animal Cruelty,Afternoon,AMER,Escalated,True,9.23,False
2024-02-23,REV_020,Self Harm,Morning,AMER,Kept,True,8.17,False
2024-02-23,REV_008,Violence,Night,EMEA,Escalated,True,8.94,False
2024-02-23,REV_001,Violence,Night,AMER,Kept,True,4.4,False
2024-02-23,REV_007,Violence,Night,APAC,Removed,True,3.55,False
2024-02-23,REV_002,Hate Speech,Night,APAC,Escalated,True,9.26,False
2024-02-23,REV_017,Animal Cruelty,Morning,EMEA,Escalated,True,7.1,False
2024-02-23,REV_018,Hate Speech,Night,EMEA,Removed,True,13.45,True
2024-02-23,REV_009,Bullying,Afternoon,AMER,Kept,True,9.41,False
2024-02-23,REV_017,Violence,Afternoon,AMER,Kept,True,7.38,False
2024-02-23,REV_003,Child Safety,Morning,AMER,Escalated,True,3.14,False
2024-02-23,REV_018,Violence,Night,AMER,Escalated,True,10.59,True
2024-02-23,REV_003,Bullying,Night,APAC,Escalated,True,14.15,True
2024-02-23,REV_017,Bullying,Afternoon,APAC,Removed,True,4.69,False
2024-02-23,REV_017,Self Harm,Afternoon,EMEA,Escalated,True,2.73,False
2024-02-23,REV_011,Self Harm,Night,AMER,Removed,True,11.55,True
2024-02-23,REV_003,Bullying,Morning,EMEA,Escalated,True,4.96,False
2024-02-23,REV_010,Violence,Night,APAC,Removed,True,4.1,False
2024-02-23,REV_009,Self Harm,Morning,AMER,Escalated,True,13.62,True
2024-02-23,REV_007,Hate Speech,Morning,APAC,Removed,True,10.75,True
2024-02-23,REV_013,Bullying,Morning,EMEA,Kept,True,2.9,False
2024-02-23,REV_013,Hate Speech,Morning,APAC,Removed,False,3.23,False
2024-02-23,REV_015,Bullying,Night,AMER,Kept,True,2.46,False
2024-02-23,REV_002,Violence,Afternoon,EMEA,Kept,True,13.35,True
2024-02-23,REV_018,Violence,Night,EMEA,Escalated,False,6.19,False
2024-02-23,REV_005,Animal Cruelty,Morning,EMEA,Kept,True,3.39,False
2024-02-23,REV_006,Animal Cruelty,Night,AMER,Kept,True,12.9,True
2024-02-23,REV_010,Animal Cruelty,Afternoon,APAC,Removed,True,8.58,False
2024-02-23,REV_005,Self Harm,Night,EMEA,Kept,True,10.94,True
2024-02-23,REV_020,Hate Speech,Morning,APAC,Escalated,False,6.25,False
2024-02-23,REV_007,Child Safety,Afternoon,EMEA,Removed,True,4.02,False
2024-02-23,REV_018,Animal Cruelty,Morning,AMER,Kept,True,6.86,False
2024-02-23,REV_013,Violence,Afternoon,EMEA,Escalated,True,13.47,True
2024-02-23,REV_005,Animal Cruelty,Night,APAC,Kept,True,12.28,True
2024-02-23,REV_017,Hate Speech,Afternoon,APAC,Kept,True,10.44,True
2024-02-23,REV_012,Violence,Morning,APAC,Kept,True,11.57,True
2024-02-23,REV_007,Bullying,Afternoon,AMER,Removed,True,3.54,False
2024-02-23,REV_014,Hate Speech,Afternoon,APAC,Escalated,True,12.58,True
2024-02-23,REV_009,Self Harm,Afternoon,AMER,Removed,False,12.14,True
2024-02-23,REV_010,Self Harm,Afternoon,AMER,Escalated,True,9.59,False
2024-02-23,REV_018,Bullying,Afternoon,APAC,Escalated,True,5.35,False
2024-02-23,REV_008,Violence,Morning,AMER,Removed,True,11.66,True
2024-02-23,REV_020,Animal Cruelty,Afternoon,APAC,Kept,False,5.71,False
2024-02-23,REV_016,Hate Speech,Afternoon,AMER,Kept,True,9.24,False
2024-02-23,REV_016,Violence,Morning,AMER,Kept,True,10.0,False
2024-02-23,REV_020,Self Harm,Night,AMER,Escalated,True,5.06,False
2024-02-23,REV_015,Bullying,Afternoon,APAC,Removed,False,5.3,False
2024-02-23,REV_013,Self Harm,Morning,EMEA,Kept,True,4.83,False
2024-02-23,REV_005,Animal Cruelty,Morning,APAC,Escalated,True,7.74,False
2024-02-23,REV_016,Child Safety,Night,AMER,Removed,True,12.1,True
2024-02-23,REV_004,Animal Cruelty,Afternoon,EMEA,Escalated,True,14.36,True
2024-02-23,REV_008,Child Safety,Night,EMEA,Removed,True,6.93,False
2024-02-23,REV_015,Self Harm,Night,AMER,Kept,True,11.06,True
2024-02-23,REV_012,Violence,Morning,APAC,Removed,True,14.33,True
2024-02-23,REV_017,Hate Speech,Afternoon,EMEA,Removed,True,13.09,True
2024-02-23,REV_002,Violence,Afternoon,AMER,Escalated,True,14.49,True
2024-02-23,REV_001,Violence,Morning,AMER,Kept,True,3.24,False
2024-02-23,REV_014,Violence,Morning,APAC,Removed,False,13.07,True
2024-02-23,REV_019,Bullying,Afternoon,APAC,Kept,True,13.25,True
2024-02-23,REV_003,Violence,Morning,AMER,Kept,True,8.92,False
2024-02-23,REV_008,Hate Speech,Morning,AMER,Kept,True,11.67,True
2024-02-23,REV_006,Self Harm,Afternoon,APAC,Kept,True,11.89,True
2024-02-23,REV_018,Animal Cruelty,Night,APAC,Kept,False,13.53,True
2024-02-23,REV_017,Child Safety,Morning,EMEA,Removed,True,12.84,True
2024-02-23,REV_005,Bullying,Afternoon,APAC,Kept,True,7.65,False
2024-02-23,REV_010,Violence,Morning,AMER,Escalated,True,9.66,False
2024-02-23,REV_009,Child Safety,Afternoon,AMER,Kept,True,7.85,False
2024-02-23,REV_005,Bullying,Afternoon,AMER,Escalated,True,5.18,False
2024-02-23,REV_013,Self Harm,Morning,AMER,Escalated,True,1.61,False
2024-02-23,REV_019,Violence,Afternoon,APAC,Kept,True,13.44,True
2024-02-23,REV_002,Self Harm,Night,AMER,Kept,True,12.19,True
2024-02-23,REV_011,Child Safety,Night,EMEA,Escalated,True,10.21,True
2024-02-23,REV_007,Child Safety,Night,AMER,Escalated,True,6.58,False
2024-02-23,REV_017,Violence,Night,APAC,Escalated,True,12.87,True
2024-02-23,REV_003,Violence,Afternoon,APAC,Escalated,True,14.37,True
2024-02-23,REV_006,Child Safety,Night,APAC,Removed,True,2.26,False
2024-02-23,REV_009,Animal Cruelty,Night,EMEA,Escalated,True,14.82,True
2024-02-23,REV_020,Child Safety,Morning,EMEA,Kept,True,8.83,False
2024-02-23,REV_017,Animal Cruelty,Afternoon,EMEA,Escalated,True,1.94,False
2024-02-23,REV_014,Bullying,Night,AMER,Removed,True,8.3,False
2024-02-23,REV_008,Violence,Night,APAC,Escalated,True,11.32,True
2024-02-23,REV_014,Violence,Afternoon,AMER,Kept,True,5.3,False
2024-02-23,REV_017,Violence,Morning,APAC,Escalated,True,6.62,False
2024-02-23,REV_017,Violence,Morning,AMER,Kept,True,7.53,False
2024-02-23,REV_019,Bullying,Afternoon,EMEA,Kept,True,1.95,False
2024-02-23,REV_006,Animal Cruelty,Night,EMEA,Kept,False,7.58,False
2024-02-23,REV_002,Violence,Morning,APAC,Removed,True,2.71,False
2024-02-23,REV_009,Bullying,Morning,EMEA,Removed,True,3.41,False
2024-02-23,REV_003,Self Harm,Afternoon,EMEA,Escalated,True,2.48,False
2024-02-23,REV_019,Hate Speech,Night,APAC,Escalated,True,8.74,False
2024-02-23,REV_014,Violence,Afternoon,APAC,Escalated,True,9.46,False
2024-02-23,REV_004,Violence,Night,AMER,Removed,True,12.5,True
2024-02-23,REV_014,Violence,Night,EMEA,Kept,True,3.09,False
2024-02-23,REV_017,Hate Speech,Morning,APAC,Kept,True,4.37,False
2024-02-23,REV_006,Hate Speech,Night,AMER,Escalated,True,8.87,False
2024-02-23,REV_014,Hate Speech,Morning,EMEA,Removed,False,3.58,False
2024-02-23,REV_018,Violence,Afternoon,AMER,Escalated,True,11.41,True
2024-02-23,REV_016,Child Safety,Morning,AMER,Kept,True,7.03,False
2024-02-23,REV_005,Bullying,Morning,AMER,Kept,True,7.12,False
2024-02-23,REV_018,Self Harm,Afternoon,EMEA,Kept,True,10.72,True
2024-02-23,REV_010,Violence,Morning,AMER,Kept,True,7.33,False
2024-02-23,REV_011,Bullying,Night,APAC,Removed,True,5.02,False
2024-02-23,REV_020,Animal Cruelty,Afternoon,AMER,Kept,True,7.58,False
2024-02-23,REV_006,Violence,Night,EMEA,Removed,True,3.51,False
2024-02-23,REV_008,Violence,Night,EMEA,Removed,True,7.06,False
2024-02-23,REV_018,Self Harm,Afternoon,EMEA,Removed,True,7.44,False
2024-02-23,REV_015,Self Harm,Morning,APAC,Escalated,True,6.82,False
2024-02-23,REV_013,Bullying,Night,EMEA,Removed,True,14.19,True
2024-02-23,REV_017,Violence,Night,EMEA,Escalated,True,10.53,True
2024-02-23,REV_014,Bullying,Night,AMER,Kept,True,6.44,False
2024-02-23,REV_019,Bullying,Morning,EMEA,Removed,False,3.47,False
2024-02-23,REV_018,Self Harm,Night,EMEA,Removed,True,10.96,True
2024-02-23,REV_012,Bullying,Morning,APAC,Removed,True,11.78,True
2024-02-23,REV_018,Hate Speech,Morning,AMER,Removed,False,8.46,False
2024-02-23,REV_010,Violence,Morning,EMEA,Escalated,True,13.68,True
2024-02-23,REV_011,Violence,Night,APAC,Escalated,True,9.49,False
2024-02-23,REV_002,Hate Speech,Night,EMEA,Escalated,True,7.71,False
2024-02-23,REV_015,Self Harm,Morning,APAC,Removed,True,7.65,False
2024-02-23,REV_014,Bullying,Afternoon,EMEA,Removed,True,12.99,True
2024-02-23,REV_017,Animal Cruelty,Morning,APAC,Removed,True,2.41,False
2024-02-23,REV_014,Animal Cruelty,Afternoon,APAC,Removed,True,13.9,True
2024-02-23,REV_007,Bullying,Morning,AMER,Removed,True,2.78,False
2024-02-23,REV_011,Self Harm,Night,AMER,Kept,True,7.67,False
2024-02-23,REV_005,Animal Cruelty,Afternoon,AMER,Kept,True,11.28,True
2024-02-23,REV_004,Violence,Afternoon,EMEA,Escalated,True,12.4,True
2024-02-23,REV_008,Animal Cruelty,Morning,APAC,Removed,True,11.79,True
2024-02-23,REV_020,Self Harm,Afternoon,APAC,Kept,True,7.74,False
2024-02-23,REV_003,Violence,Afternoon,EMEA,Kept,True,3.17,False
2024-02-23,REV_002,Self Harm,Night,AMER,Escalated,True,2.68,False
2024-02-23,REV_008,Bullying,Morning,APAC,Escalated,True,1.9,False
2024-02-23,REV_006,Animal Cruelty,Afternoon,AMER,Removed,True,1.56,False
2024-02-23,REV_007,Self Harm,Afternoon,APAC,Escalated,True,2.07,False
2024-02-23,REV_014,Bullying,Morning,AMER,Kept,True,7.2,False
2024-02-23,REV_012,Hate Speech,Night,EMEA,Kept,True,7.49,False
2024-02-23,REV_015,Hate Speech,Morning,AMER,Kept,True,13.94,True
2024-02-23,REV_010,Animal Cruelty,Night,APAC,Removed,True,14.18,True
2024-02-23,REV_020,Bullying,Night,EMEA,Removed,True,6.13,False
2024-02-23,REV_001,Animal Cruelty,Night,APAC,Removed,True,6.57,False
2024-02-23,REV_004,Self Harm,Afternoon,EMEA,Removed,False,6.23,False
2024-02-23,REV_018,Violence,Night,AMER,Kept,True,11.07,True
2024-02-23,REV_002,Child Safety,Morning,AMER,Escalated,True,5.5,False
2024-02-23,REV_020,Hate Speech,Morning,EMEA,Kept,True,13.48,True
2024-02-23,REV_009,Self Harm,Afternoon,EMEA,Escalated,True,7.39,False
2024-02-23,REV_008,Animal Cruelty,Afternoon,APAC,Removed,True,9.21,False
2024-02-23,REV_016,Self Harm,Night,EMEA,Kept,True,13.86,True
2024-02-23,REV_015,Self Harm,Night,EMEA,Removed,False,7.6,False
2024-02-23,REV_006,Bullying,Night,APAC,Kept,True,9.48,False
2024-02-23,REV_013,Bullying,Afternoon,AMER,Escalated,True,12.77,True
2024-02-23,REV_013,Child Safety,Morning,EMEA,Escalated,True,14.04,True
2024-02-23,REV_003,Animal Cruelty,Morning,EMEA,Escalated,True,7.76,False
2024-02-23,REV_015,Hate Speech,Afternoon,EMEA,Removed,True,12.39,True
2024-02-23,REV_015,Hate Speech,Morning,AMER,Removed,False,6.84,False
2024-02-23,REV_011,Child Safety,Afternoon,APAC,Escalated,True,2.89,False
2024-02-23,REV_009,Self Harm,Morning,AMER,Kept,True,5.0,False
2024-02-23,REV_010,Child Safety,Night,AMER,Kept,True,7.77,False
2024-02-23,REV_009,Violence,Afternoon,EMEA,Escalated,True,12.19,True
2024-02-24,REV_015,Violence,Night,AMER,Removed,True,3.29,False
2024-02-24,REV_003,Self Harm,Night,APAC,Removed,False,9.76,False
2024-02-24,REV_016,Animal Cruelty,Morning,EMEA,Escalated,True,11.37,True
2024-02-24,REV_020,Bullying,Night,EMEA,Kept,False,5.84,False
2024-02-24,REV_014,Hate Speech,Morning,APAC,Kept,True,6.05,False
2024-02-24,REV_012,Hate Speech,Morning,EMEA,Kept,False,1.89,False
2024-02-24,REV_012,Self Harm,Night,APAC,Removed,True,8.84,False
2024-02-24,REV_002,Bullying,Afternoon,AMER,Escalated,True,7.22,False
2024-02-24,REV_016,Bullying,Night,APAC,Kept,True,4.04,False
2024-02-24,REV_001,Hate Speech,Night,EMEA,Escalated,True,13.07,True
2024-02-24,REV_002,Hate Speech,Night,EMEA,Escalated,False,11.23,True
2024-02-24,REV_008,Bullying,Night,APAC,Kept,True,13.03,True
2024-02-24,REV_019,Violence,Morning,APAC,Kept,True,9.87,False
2024-02-24,REV_017,Bullying,Morning,APAC,Removed,True,12.45,True
2024-02-24,REV_001,Violence,Night,AMER,Removed,False,7.33,False
2024-02-24,REV_014,Animal Cruelty,Morning,APAC,Removed,True,8.0,False
2024-02-24,REV_011,Child Safety,Afternoon,EMEA,Escalated,False,1.93,False
2024-02-24,REV_007,Self Harm,Night,EMEA,Removed,True,8.04,False
2024-02-24,REV_006,Hate Speech,Morning,AMER,Escalated,True,14.17,True
2024-02-24,REV_012,Hate Speech,Night,APAC,Escalated,True,7.59,False
2024-02-24,REV_019,Hate Speech,Morning,AMER,Escalated,True,4.03,False
2024-02-24,REV_009,Child Safety,Morning,APAC,Removed,True,10.46,True
2024-02-24,REV_007,Self Harm,Night,APAC,Escalated,True,4.34,False
2024-02-24,REV_003,Child Safety,Night,EMEA,Kept,True,1.6,False
2024-02-24,REV_017,Violence,Night,APAC,Kept,True,1.72,False
2024-02-24,REV_003,Child Safety,Morning,APAC,Escalated,False,13.56,True
2024-02-24,REV_019,Hate Speech,Afternoon,AMER,Escalated,True,8.03,False
2024-02-24,REV_009,Self Harm,Afternoon,AMER,Escalated,True,1.66,False
2024-02-24,REV_017,Hate Speech,Morning,APAC,Escalated,True,7.51,False
2024-02-24,REV_018,Hate Speech,Night,AMER,Kept,True,12.64,True
2024-02-24,REV_017,Self Harm,Afternoon,APAC,Escalated,False,4.17,False
2024-02-24,REV_007,Violence,Morning,EMEA,Kept,True,7.71,False
2024-02-24,REV_008,Bullying,Morning,APAC,Escalated,True,8.35,False
2024-02-24,REV_002,Child Safety,Morning,AMER,Removed,False,13.21,True
2024-02-24,REV_013,Child Safety,Afternoon,AMER,Removed,False,1.82,False
2024-02-24,REV_011,Hate Speech,Morning,APAC,Removed,False,14.05,True
2024-02-24,REV_004,Bullying,Morning,AMER,Kept,True,7.96,False
2024-02-24,REV_012,Violence,Afternoon,AMER,Removed,False,7.07,False
2024-02-24,REV_012,Child Safety,Morning,APAC,Kept,True,10.28,True
2024-02-24,REV_001,Child Safety,Afternoon,APAC,Escalated,True,3.23,False
2024-02-24,REV_020,Child Safety,Afternoon,APAC,Removed,True,7.76,False
2024-02-24,REV_006,Animal Cruelty,Afternoon,AMER,Kept,True,9.43,False
2024-02-24,REV_011,Hate Speech,Morning,APAC,Escalated,True,9.18,False
2024-02-24,REV_009,Hate Speech,Night,AMER,Escalated,True,7.14,False
2024-02-24,REV_019,Self Harm,Night,EMEA,Escalated,True,11.49,True
2024-02-24,REV_017,Violence,Morning,EMEA,Removed,True,13.33,True
2024-02-24,REV_008,Child Safety,Night,APAC,Removed,True,5.44,False
2024-02-24,REV_006,Hate Speech,Morning,AMER,Removed,True,4.25,False
2024-02-24,REV_003,Child Safety,Morning,APAC,Kept,False,10.23,True
2024-02-24,REV_006,Animal Cruelty,Afternoon,EMEA,Removed,True,1.89,False
2024-02-24,REV_020,Child Safety,Night,APAC,Kept,True,13.26,True
2024-02-24,REV_006,Hate Speech,Morning,APAC,Removed,True,6.3,False
2024-02-24,REV_001,Violence,Morning,EMEA,Removed,True,9.52,False
2024-02-24,REV_017,Bullying,Morning,EMEA,Escalated,True,4.51,False
2024-02-24,REV_004,Self Harm,Morning,AMER,Kept,True,5.57,False
2024-02-24,REV_008,Hate Speech,Afternoon,APAC,Removed,False,9.81,False
2024-02-24,REV_016,Bullying,Morning,APAC,Kept,True,9.42,False
2024-02-24,REV_013,Child Safety,Night,APAC,Removed,True,7.68,False
2024-02-24,REV_020,Bullying,Afternoon,EMEA,Escalated,False,4.99,False
2024-02-24,REV_003,Child Safety,Night,APAC,Removed,True,13.29,True
2024-02-24,REV_016,Self Harm,Afternoon,AMER,Kept,False,2.35,False
2024-02-24,REV_008,Hate Speech,Afternoon,APAC,Escalated,True,9.46,False
2024-02-24,REV_016,Violence,Night,EMEA,Removed,True,9.77,False
2024-02-24,REV_007,Violence,Afternoon,APAC,Removed,True,9.41,False
2024-02-24,REV_018,Self Harm,Morning,AMER,Escalated,True,8.7,False
2024-02-24,REV_012,Bullying,Night,APAC,Escalated,True,3.97,False
2024-02-24,REV_011,Child Safety,Morning,APAC,Kept,True,2.16,False
2024-02-24,REV_003,Bullying,Afternoon,AMER,Escalated,False,10.95,True
2024-02-24,REV_003,Self Harm,Afternoon,AMER,Kept,True,5.03,False
2024-02-24,REV_002,Child Safety,Morning,APAC,Escalated,True,1.7,False
2024-02-24,REV_012,Violence,Morning,AMER,Escalated,True,12.05,True
2024-02-24,REV_018,Animal Cruelty,Afternoon,APAC,Kept,True,10.51,True
2024-02-24,REV_020,Self Harm,Morning,APAC,Escalated,True,2.43,False
2024-02-24,REV_018,Violence,Morning,EMEA,Escalated,True,4.57,False
2024-02-24,REV_013,Child Safety,Night,AMER,Removed,False,13.12,True
2024-02-24,REV_009,Violence,Afternoon,EMEA,Kept,True,14.41,True
2024-02-24,REV_012,Bullying,Morning,EMEA,Removed,True,10.37,True
2024-02-24,REV_008,Self Harm,Night,EMEA,Removed,True,14.67,True
2024-02-24,REV_015,Self Harm,Night,AMER,Escalated,True,14.03,True
2024-02-24,REV_006,Bullying,Morning,EMEA,Kept,True,5.08,False
2024-02-24,REV_013,Hate Speech,Afternoon,APAC,Kept,True,6.92,False
2024-02-24,REV_017,Self Harm,Afternoon,EMEA,Escalated,True,1.54,False
2024-02-24,REV_016,Self Harm,Morning,AMER,Kept,True,10.73,True
2024-02-24,REV_001,Child Safety,Night,AMER,Removed,True,10.11,True
2024-02-24,REV_015,Hate Speech,Morning,APAC,Removed,True,5.5,False
2024-02-24,REV_005,Child Safety,Morning,EMEA,Escalated,True,8.36,False
2024-02-24,REV_020,Violence,Night,APAC,Removed,True,8.82,False
2024-02-24,REV_010,Animal Cruelty,Afternoon,AMER,Escalated,True,5.7,False
2024-02-24,REV_011,Self Harm,Morning,AMER,Escalated,True,5.24,False
2024-02-24,REV_006,Child Safety,Night,EMEA,Escalated,False,2.3,False
2024-02-24,REV_003,Child Safety,Night,APAC,Escalated,True,3.12,False
2024-02-24,REV_006,Violence,Night,EMEA,Escalated,True,10.78,True
2024-02-24,REV_014,Bullying,Afternoon,AMER,Escalated,True,4.36,False
2024-02-24,REV_019,Bullying,Afternoon,EMEA,Escalated,True,7.63,False
2024-02-24,REV_012,Animal Cruelty,Afternoon,AMER,Kept,False,6.86,False
2024-02-24,REV_018,Bullying,Night,AMER,Escalated,True,6.01,False
2024-02-24,REV_015,Hate Speech,Morning,AMER,Removed,True,8.0,False
2024-02-24,REV_010,Violence,Night,APAC,Kept,True,7.49,False
2024-02-24,REV_007,Child Safety,Afternoon,AMER,Kept,True,7.65,False
2024-02-24,REV_005,Violence,Afternoon,EMEA,Kept,True,3.72,False
2024-02-24,REV_017,Hate Speech,Morning,EMEA,Escalated,True,14.4,True
2024-02-24,REV_020,Child Safety,Afternoon,EMEA,Removed,True,10.84,True
2024-02-24,REV_002,Violence,Night,APAC,Escalated,False,8.77,False
2024-02-24,REV_001,Bullying,Afternoon,AMER,Kept,False,14.84,True
2024-02-24,REV_020,Bullying,Morning,AMER,Removed,True,2.7,False
2024-02-24,REV_005,Self Harm,Afternoon,AMER,Removed,False,2.97,False
2024-02-24,REV_008,Violence,Morning,EMEA,Removed,True,2.63,False
2024-02-24,REV_003,Self Harm,Night,APAC,Kept,True,13.04,True
2024-02-24,REV_004,Self Harm,Morning,EMEA,Kept,True,14.1,True
2024-02-24,REV_002,Hate Speech,Night,AMER,Escalated,True,10.58,True
2024-02-24,REV_005,Hate Speech,Afternoon,APAC,Removed,True,4.89,False
2024-02-24,REV_012,Animal Cruelty,Afternoon,AMER,Removed,True,10.38,True
2024-02-24,REV_018,Child Safety,Afternoon,AMER,Kept,True,8.48,False
2024-02-24,REV_005,Bullying,Morning,EMEA,Escalated,True,8.01,False
2024-02-24,REV_003,Self Harm,Night,EMEA,Kept,True,3.43,False
2024-02-24,REV_020,Hate Speech,Afternoon,AMER,Removed,True,12.04,True
2024-02-24,REV_010,Child Safety,Morning,APAC,Escalated,True,14.86,True
2024-02-24,REV_015,Animal Cruelty,Night,APAC,Escalated,True,11.59,True
2024-02-24,REV_004,Bullying,Morning,APAC,Escalated,True,5.39,False
2024-02-24,REV_013,Hate Speech,Night,APAC,Removed,True,11.66,True
2024-02-24,REV_016,Child Safety,Morning,AMER,Removed,True,5.39,False
2024-02-24,REV_006,Bullying,Morning,AMER,Removed,False,5.16,False
2024-02-24,REV_012,Child Safety,Morning,APAC,Escalated,True,9.71,False
2024-02-24,REV_016,Hate Speech,Afternoon,AMER,Kept,True,11.24,True
2024-02-24,REV_013,Violence,Morning,EMEA,Escalated,True,7.21,False
2024-02-24,REV_013,Self Harm,Night,EMEA,Removed,True,6.06,False
2024-02-24,REV_010,Self Harm,Afternoon,AMER,Kept,True,11.84,True
2024-02-24,REV_006,Animal Cruelty,Afternoon,APAC,Escalated,True,12.55,True
2024-02-24,REV_016,Self Harm,Night,APAC,Escalated,True,12.35,True
2024-02-24,REV_016,Hate Speech,Morning,AMER,Removed,True,11.05,True
2024-02-24,REV_012,Self Harm,Morning,APAC,Removed,True,14.32,True
2024-02-24,REV_005,Violence,Afternoon,AMER,Kept,True,11.23,True
2024-02-24,REV_011,Self Harm,Afternoon,AMER,Escalated,True,4.26,False
2024-02-24,REV_019,Hate Speech,Afternoon,AMER,Removed,True,11.13,True
2024-02-24,REV_008,Hate Speech,Night,APAC,Escalated,True,7.91,False
2024-02-24,REV_004,Bullying,Morning,AMER,Escalated,True,1.52,False
2024-02-24,REV_015,Bullying,Afternoon,APAC,Removed,True,4.97,False
2024-02-24,REV_020,Child Safety,Morning,AMER,Kept,True,8.0,False
2024-02-24,REV_003,Self Harm,Morning,EMEA,Removed,True,3.57,False
2024-02-24,REV_002,Self Harm,Afternoon,APAC,Kept,True,4.4,False
2024-02-24,REV_009,Hate Speech,Night,AMER,Kept,True,6.05,False
2024-02-24,REV_010,Self Harm,Afternoon,EMEA,Escalated,False,4.79,False
2024-02-24,REV_018,Child Safety,Afternoon,AMER,Escalated,True,11.2,True
2024-02-24,REV_012,Self Harm,Morning,EMEA,Escalated,True,4.28,False
2024-02-24,REV_002,Bullying,Morning,EMEA,Escalated,True,9.61,False
2024-02-24,REV_002,Self Harm,Morning,AMER,Removed,True,13.83,True
2024-02-24,REV_013,Child Safety,Morning,APAC,Escalated,True,9.55,False
2024-02-24,REV_012,Hate Speech,Afternoon,EMEA,Kept,True,1.56,False
2024-02-24,REV_017,Bullying,Night,EMEA,Escalated,True,10.41,True
2024-02-24,REV_002,Bullying,Morning,APAC,Removed,True,12.3,True
2024-02-24,REV_020,Child Safety,Morning,APAC,Escalated,True,3.07,False
2024-02-24,REV_017,Animal Cruelty,Morning,APAC,Removed,True,8.99,False
2024-02-24,REV_019,Animal Cruelty,Night,EMEA,Escalated,True,4.1,False
2024-02-24,REV_008,Violence,Afternoon,EMEA,Escalated,False,9.63,False
2024-02-24,REV_014,Violence,Morning,APAC,Removed,True,1.98,False
2024-02-24,REV_017,Violence,Morning,APAC,Escalated,True,4.33,False
2024-02-24,REV_006,Child Safety,Morning,EMEA,Escalated,True,5.78,False
2024-02-24,REV_016,Child Safety,Afternoon,AMER,Escalated,True,9.76,False
2024-02-24,REV_011,Hate Speech,Night,APAC,Escalated,False,13.02,True
2024-02-24,REV_018,Bullying,Morning,APAC,Kept,True,6.92,False
2024-02-24,REV_016,Bullying,Afternoon,AMER,Escalated,True,7.78,False
2024-02-24,REV_016,Hate Speech,Morning,APAC,Escalated,True,4.93,False
2024-02-24,REV_007,Animal Cruelty,Afternoon,APAC,Escalated,True,2.03,False
2024-02-24,REV_014,Child Safety,Morning,AMER,Escalated,True,8.36,False
2024-02-24,REV_013,Self Harm,Afternoon,EMEA,Removed,True,11.93,True
2024-02-24,REV_013,Bullying,Night,APAC,Escalated,True,2.39,False
2024-02-24,REV_016,Self Harm,Morning,APAC,Escalated,True,2.54,False
2024-02-24,REV_010,Violence,Morning,EMEA,Removed,True,9.04,False
2024-02-24,REV_003,Self Harm,Morning,APAC,Removed,True,13.88,True
2024-02-24,REV_012,Violence,Night,APAC,Escalated,True,4.07,False
2024-02-24,REV_018,Self Harm,Night,AMER,Kept,True,3.98,False
2024-02-24,REV_013,Hate Speech,Afternoon,APAC,Escalated,False,7.46,False
2024-02-24,REV_010,Child Safety,Afternoon,EMEA,Escalated,True,11.95,True
2024-02-24,REV_007,Child Safety,Afternoon,EMEA,Removed,True,8.41,False
2024-02-24,REV_013,Animal Cruelty,Afternoon,AMER,Kept,True,4.62,False
2024-02-24,REV_005,Self Harm,Night,AMER,Removed,True,12.66,True
2024-02-24,REV_014,Hate Speech,Afternoon,AMER,Escalated,True,9.23,False
2024-02-24,REV_001,Self Harm,Night,AMER,Escalated,True,1.6,False
2024-02-24,REV_008,Animal Cruelty,Afternoon,AMER,Removed,True,9.26,False
2024-02-24,REV_017,Violence,Afternoon,APAC,Kept,True,5.27,False
2024-02-24,REV_012,Bullying,Night,EMEA,Removed,True,5.71,False
2024-02-24,REV_011,Animal Cruelty,Afternoon,AMER,Escalated,True,14.2,True
2024-02-24,REV_013,Animal Cruelty,Afternoon,APAC,Escalated,True,11.1,True
2024-02-24,REV_017,Child Safety,Morning,APAC,Escalated,True,8.77,False
2024-02-24,REV_012,Child Safety,Morning,AMER,Removed,True,11.0,True
2024-02-24,REV_011,Animal Cruelty,Morning,APAC,Escalated,True,11.39,True
2024-02-24,REV_012,Bullying,Morning,AMER,Removed,True,5.38,False
2024-02-24,REV_009,Animal Cruelty,Morning,APAC,Removed,True,4.33,False
2024-02-24,REV_006,Self Harm,Night,EMEA,Kept,True,9.03,False
2024-02-24,REV_015,Child Safety,Night,APAC,Escalated,True,5.11,False
2024-02-24,REV_013,Hate Speech,Night,EMEA,Escalated,True,3.33,False
2024-02-24,REV_013,Child Safety,Afternoon,AMER,Escalated,True,5.09,False
2024-02-24,REV_008,Self Harm,Morning,AMER,Kept,True,14.29,True
2024-02-24,REV_014,Animal Cruelty,Morning,EMEA,Kept,False,14.3,True
2024-02-24,REV_002,Child Safety,Afternoon,AMER,Escalated,True,9.02,False
2024-02-24,REV_020,Child Safety,Afternoon,APAC,Removed,True,13.63,True
2024-02-24,REV_004,Self Harm,Night,APAC,Removed,True,8.03,False
2024-02-24,REV_015,Self Harm,Night,AMER,Escalated,True,2.76,False
2024-02-24,REV_010,Self Harm,Night,EMEA,Kept,True,13.0,True
